Source,Target,Frequency
179,35,7
138,31,7
132,153,7
195,116,7
42,35,7
136,158,7
171,25,7
51,99,7
7,179,7
185,19,7
103,109,7
20,158,7
36,194,7
112,22,7
159,47,7
195,68,7
164,91,7
78,131,7
168,114,7
191,149,7
24,87,7
28,71,7
198,160,7
10,132,7
6,105,7
21,18,7
56,11,7
67,46,7
46,59,7
40,53,7
95,40,7
134,166,7
50,14,7
133,163,7
187,150,7
177,37,7
16,104,7
66,110,7
122,50,7
89,167,7
147,6,7
21,181,7
37,48,7
90,27,7
107,7,7
5,144,7
21,138,7
162,103,7
78,138,7
11,64,7
136,96,7
106,56,7
111,136,7
109,142,7
13,54,7
136,46,7
88,67,7
161,136,7
136,94,7
12,38,7
179,27,7
5,112,7
8,182,7
171,193,7
138,70,7
126,199,7
189,143,7
180,98,7
143,89,7
67,111,7
176,102,7
167,194,7
175,86,7
139,154,7
124,68,7
74,133,7
8,156,7
61,200,7
136,99,7
84,108,7
188,64,7
150,45,7
138,102,7
1,178,7
95,95,7
141,33,7
136,113,7
116,51,7
23,106,7
89,185,7
39,177,7
181,7,7
79,56,7
94,194,7
196,141,7
27,55,7
11,100,7
100,173,7
138,21,7
125,114,7
45,49,7
120,198,7
69,143,7
89,146,7
83,194,7
64,155,7
78,59,7
55,88,7
146,36,7
159,6,7
132,156,7
170,101,7
195,79,7
162,131,7
54,196,7
114,118,7
192,133,7
180,101,7
41,131,7
29,87,7
164,128,7
99,120,7
103,13,7
44,55,7
104,189,7
109,50,7
190,14,7
198,118,7
7,20,7
22,103,7
5,43,7
8,84,7
11,136,7
179,85,7
19,111,7
35,196,7
38,45,7
53,112,7
47,83,7
169,77,7
112,190,7
14,121,7
29,27,7
4,194,7
194,105,7
143,91,7
199,62,7
147,156,7
5,21,7
9,141,7
165,63,7
175,110,7
61,65,7
159,8,7
52,161,7
172,8,7
184,69,7
81,171,7
7,78,7
103,107,7
186,2,7
103,22,7
39,58,7
197,188,7
184,50,7
93,44,7
112,61,7
163,104,7
166,141,7
154,139,7
187,179,7
195,5,7
45,57,7
55,26,7
120,71,7
5,181,7
125,165,7
159,165,7
168,189,7
143,20,7
160,48,7
68,161,7
120,90,7
51,146,7
120,156,7
35,194,7
22,69,7
18,127,7
104,32,7
55,2,7
162,114,7
79,187,7
112,181,7
142,135,7
172,36,7
155,159,7
122,26,7
44,154,7
120,100,7
65,40,7
114,48,7
45,153,7
48,64,7
90,180,7
177,52,7
181,97,7
174,10,7
181,136,7
17,49,7
81,188,7
178,146,7
135,138,7
84,104,7
84,93,7
123,41,7
158,99,7
53,55,7
141,89,7
26,15,7
100,10,7
118,45,7
164,153,7
80,117,7
136,165,7
68,35,7
82,74,7
50,17,7
30,136,7
54,174,7
17,7,7
61,167,7
119,27,7
131,39,7
118,109,7
180,74,7
139,192,7
130,68,7
15,60,7
6,114,7
114,123,7
182,42,7
199,53,7
108,55,7
47,48,7
170,138,7
124,48,7
183,95,7
197,103,7
15,132,7
72,83,7
98,14,7
68,132,7
111,75,7
3,29,7
60,63,7
113,30,7
12,196,7
114,147,7
96,65,7
14,28,7
59,190,7
144,98,7
166,77,7
134,161,7
156,32,7
28,191,7
55,97,7
49,72,7
199,122,7
110,7,7
25,188,7
99,18,7
112,127,7
58,13,7
41,119,7
138,48,7
58,9,7
148,161,7
66,137,7
114,7,7
160,33,7
58,39,7
7,137,7
192,55,7
64,10,7
22,77,7
145,158,7
102,175,7
199,2,7
54,181,7
86,120,6
186,51,6
178,25,6
18,91,6
91,31,6
150,197,6
191,20,6
20,146,6
59,21,6
17,21,6
66,20,6
12,17,6
188,130,6
31,128,6
119,26,6
105,108,6
108,36,6
36,125,6
191,42,6
91,86,6
29,179,6
196,200,6
126,61,6
39,89,6
61,24,6
164,29,6
104,164,6
89,22,6
22,163,6
131,16,6
110,141,6
97,189,6
50,100,6
167,66,6
114,146,6
192,27,6
26,148,6
9,68,6
54,65,6
83,1,6
88,119,6
119,110,6
155,57,6
125,5,6
171,172,6
69,48,6
184,56,6
56,28,6
146,149,6
63,19,6
176,98,6
38,138,6
135,196,6
22,90,6
189,36,6
200,144,6
193,23,6
17,104,6
42,82,6
129,152,6
117,79,6
169,142,6
139,23,6
23,95,6
161,55,6
119,21,6
27,34,6
175,136,6
136,32,6
25,87,6
98,145,6
45,159,6
191,29,6
11,200,6
30,59,6
134,98,6
34,40,6
194,108,6
150,144,6
120,110,6
8,80,6
111,59,6
59,109,6
109,20,6
89,115,6
83,34,6
60,47,6
47,178,6
72,196,6
128,161,6
58,138,6
45,158,6
16,179,6
179,169,6
1,58,6
170,99,6
141,78,6
8,91,6
94,166,6
154,63,6
102,31,6
92,73,6
107,121,6
12,151,6
193,135,6
189,102,6
102,115,6
160,46,6
11,129,6
39,132,6
147,94,6
32,188,6
104,33,6
33,165,6
165,115,6
87,167,6
141,108,6
134,63,6
179,200,6
200,83,6
79,70,6
70,95,6
174,56,6
56,84,6
181,198,6
15,34,6
85,111,6
184,196,6
196,48,6
29,140,6
121,194,6
194,14,6
14,140,6
93,13,6
13,79,6
195,192,6
38,21,6
153,113,6
16,161,6
161,19,6
64,183,6
194,34,6
157,176,6
54,108,6
15,45,6
156,62,6
166,96,6
46,57,6
14,37,6
126,124,6
194,30,6
147,86,6
144,10,6
121,179,6
140,114,6
92,177,6
173,199,6
192,23,6
76,38,6
61,125,6
160,77,6
58,36,6
101,67,6
195,109,6
72,61,6
61,18,6
144,43,6
43,45,6
61,70,6
193,3,6
132,4,6
144,106,6
86,24,6
48,97,6
157,88,6
88,29,6
7,58,6
58,11,6
150,166,6
83,88,6
80,148,6
68,179,6
105,198,6
18,27,6
9,73,6
73,85,6
17,180,6
49,116,6
148,11,6
82,97,6
90,22,6
157,148,6
9,181,6
39,16,6
198,23,6
92,182,6
177,40,6
161,138,6
182,163,6
199,91,6
190,41,6
41,167,6
184,1,6
80,71,6
101,99,6
69,47,6
9,69,6
157,169,6
20,35,6
20,142,6
142,126,6
130,24,6
155,32,6
174,148,6
8,101,6
114,97,6
66,114,6
175,61,6
22,125,6
136,92,6
14,56,6
63,58,6
58,104,6
176,152,6
49,174,6
163,48,6
48,32,6
145,77,6
77,128,6
150,137,6
145,125,6
5,118,6
79,184,6
122,182,6
150,199,6
183,75,6
95,185,6
74,183,6
49,148,6
170,141,6
141,47,6
49,15,6
15,82,6
192,10,6
123,117,6
24,120,6
9,107,6
106,185,6
69,184,6
184,71,6
71,172,6
175,26,6
26,75,6
69,104,6
69,164,6
50,65,6
165,82,6
159,99,6
140,25,6
94,153,6
84,136,6
117,96,6
96,35,6
164,48,6
196,74,6
195,183,6
178,47,6
96,102,6
196,160,6
185,27,6
27,162,6
17,134,6
150,42,6
145,195,6
200,100,6
154,114,6
166,20,6
16,76,6
112,31,6
21,162,6
164,169,6
122,135,6
73,163,6
122,43,6
180,72,6
121,5,6
28,113,6
146,191,6
12,48,6
42,191,6
184,90,6
59,105,6
69,73,6
155,154,6
92,87,6
131,158,6
47,142,6
56,129,6
165,33,6
23,13,6
167,114,6
40,65,6
16,111,6
111,130,6
31,75,6
75,139,6
76,43,6
74,148,6
52,85,6
104,6,6
66,94,6
12,101,6
60,149,6
149,129,6
95,78,6
62,153,6
83,120,6
17,80,6
22,100,6
173,52,6
52,74,6
179,134,6
158,72,6
35,133,6
73,32,6
45,27,6
41,27,6
32,143,6
143,173,6
57,74,6
97,149,6
63,196,6
122,56,6
116,11,6
83,35,6
152,37,6
95,147,6
147,194,6
18,58,6
32,69,6
40,163,6
182,69,6
69,162,6
23,137,6
44,12,6
81,117,6
126,83,6
182,88,6
166,99,6
186,89,6
72,199,6
40,22,6
16,112,6
186,42,6
42,44,6
112,179,6
102,186,6
109,129,6
42,131,6
32,183,6
82,38,6
134,158,6
158,4,6
173,89,6
83,176,6
177,200,6
8,195,6
104,69,6
20,145,6
42,125,6
181,96,6
51,158,6
49,186,6
92,189,6
199,192,6
173,135,6
101,165,6
147,67,6
67,75,6
108,141,6
106,115,6
34,82,6
82,77,6
79,116,6
31,57,6
136,119,6
33,98,6
51,186,6
77,81,6
89,59,6
13,74,6
140,142,6
65,134,6
134,175,6
175,165,6
183,189,6
70,118,6
3,173,6
161,84,6
81,109,6
88,70,6
113,52,6
128,178,6
107,73,6
8,57,6
26,182,6
29,17,6
32,153,6
70,112,6
112,112,6
78,154,6
130,138,6
42,2,6
183,198,6
25,144,6
22,55,6
57,150,6
190,92,6
42,97,6
184,101,6
77,42,6
12,14,6
6,72,6
161,197,6
197,89,6
58,27,6
109,39,6
61,101,6
169,46,6
39,46,6
46,176,6
46,200,6
200,167,6
167,133,6
133,19,6
77,14,6
27,114,6
165,4,6
4,186,6
155,3,6
84,133,6
133,32,6
181,178,6
142,193,6
193,151,6
177,149,6
149,124,6
191,117,6
131,100,6
176,183,6
39,43,6
77,6,6
131,157,6
157,160,6
104,80,6
116,8,6
138,85,6
178,138,6
138,129,6
135,83,6
147,40,6
37,120,6
101,7,6
173,123,6
6,10,6
85,166,6
79,37,6
37,152,6
149,45,6
39,57,6
12,105,6
51,126,6
40,72,6
128,3,6
117,82,6
91,192,6
14,60,6
33,96,6
6,178,6
82,196,6
34,70,6
132,43,6
170,188,6
136,109,6
43,165,6
144,131,6
129,10,6
127,76,6
94,151,6
168,126,6
105,85,6
49,47,6
135,181,6
67,78,6
133,47,6
47,114,6
118,3,6
64,178,6
56,7,6
15,177,6
74,37,6
31,97,6
70,60,6
189,93,6
125,47,6
127,100,6
180,109,6
196,87,6
14,135,6
195,131,6
52,87,6
12,10,6
192,194,6
141,172,6
191,187,6
67,14,6
167,51,6
124,75,6
194,62,6
62,96,6
72,108,6
49,166,6
92,132,6
192,141,6
80,178,6
110,168,6
89,21,6
32,84,6
84,30,6
9,185,6
121,151,6
104,143,6
9,19,6
49,94,6
135,32,6
90,13,6
34,186,6
51,44,6
118,174,6
27,108,6
153,52,6
45,39,6
163,1,6
49,156,6
32,74,6
53,53,6
83,146,6
70,61,6
134,113,6
133,95,6
134,69,6
20,121,6
93,79,6
150,33,6
26,54,6
76,184,6
178,167,6
121,161,6
94,82,6
63,70,6
72,184,6
29,63,6
113,109,6
162,9,6
181,114,6
114,30,6
119,41,6
41,4,6
3,84,6
84,65,6
2,26,6
134,61,6
57,94,6
89,133,6
152,136,6
44,111,6
185,191,6
191,159,6
31,47,6
162,49,6
95,127,6
59,88,6
195,198,6
198,194,6
191,2,6
128,182,6
188,43,6
43,153,6
74,178,6
50,9,6
116,184,6
180,54,6
152,88,6
83,70,6
70,15,6
41,200,6
200,52,6
90,77,6
93,59,6
188,120,6
30,110,6
57,133,6
57,177,6
45,180,6
133,101,6
137,83,6
196,44,6
200,35,6
134,195,6
195,37,6
136,141,6
145,161,6
183,5,6
180,80,6
109,173,6
69,102,6
31,118,6
178,53,6
25,31,6
157,125,6
125,62,6
26,64,6
64,125,6
13,59,6
86,36,6
125,89,6
147,137,6
156,133,6
165,140,6
94,135,6
177,184,6
102,67,6
17,20,6
20,136,6
190,144,6
1,41,6
66,196,6
30,38,6
38,66,6
187,30,6
160,124,6
200,15,6
121,145,6
104,68,6
102,176,6
170,78,6
96,170,6
117,88,6
59,41,6
193,13,6
68,75,6
88,110,6
89,63,6
56,56,6
50,44,6
8,34,6
34,96,6
84,1,6
188,70,6
110,95,6
8,85,6
76,183,6
95,74,6
73,171,6
6,95,6
141,126,6
181,179,6
103,7,6
170,73,6
9,54,6
198,92,6
196,99,6
35,40,6
76,171,6
94,33,6
79,16,6
16,14,6
54,89,6
105,78,6
59,152,6
152,1,6
130,145,6
181,195,6
195,144,6
130,17,6
183,44,6
125,80,6
8,52,6
173,179,6
179,51,6
87,66,6
63,76,6
134,75,6
109,1,6
1,163,6
50,191,6
48,40,6
40,55,6
55,112,6
91,137,6
99,101,6
125,184,6
57,175,6
35,30,6
74,155,6
163,184,6
181,147,6
200,76,6
152,51,6
12,136,6
169,30,6
68,7,6
160,159,6
29,71,6
31,114,6
43,112,6
112,198,6
120,170,6
36,173,6
46,94,6
150,70,6
139,72,6
72,19,6
164,132,6
75,100,6
84,23,6
23,83,6
59,26,6
85,157,6
167,8,6
25,151,6
56,29,6
196,91,6
17,200,6
169,13,6
165,103,6
103,194,6
14,161,6
191,113,6
113,136,6
13,140,6
41,146,6
128,103,6
85,31,6
110,53,6
27,87,6
143,176,6
91,18,6
128,194,6
22,164,6
60,168,6
137,129,6
31,42,6
161,163,6
163,153,6
198,89,6
176,167,6
67,134,6
200,190,6
38,26,6
184,66,6
168,151,6
56,36,6
176,95,6
15,44,6
150,38,6
85,120,6
120,72,6
118,35,6
61,175,6
18,126,6
148,147,6
137,58,6
58,143,6
143,80,6
6,122,6
163,71,6
185,18,6
152,49,6
145,22,6
26,199,6
74,166,6
56,159,6
193,121,6
121,56,6
34,196,6
127,173,6
200,121,6
109,8,6
65,80,6
185,113,6
115,194,6
35,139,6
77,62,6
62,7,6
151,127,6
104,78,6
150,25,6
12,143,6
143,40,6
188,172,6
95,188,6
91,125,6
180,111,6
153,49,6
49,130,6
147,150,6
152,8,6
90,109,6
194,167,6
77,126,6
180,85,6
156,188,6
175,155,6
155,79,6
79,99,6
29,49,6
42,162,6
38,20,6
198,127,6
189,35,6
163,177,6
177,75,6
191,132,6
185,143,6
122,86,6
86,149,6
31,192,6
192,126,6
17,123,6
46,101,6
143,167,6
158,157,6
192,110,6
143,30,6
30,84,6
84,159,6
159,175,6
79,4,6
74,9,6
54,122,6
8,23,6
99,170,6
73,73,6
73,93,6
93,39,6
50,18,6
194,63,6
179,75,6
160,55,6
126,120,6
88,141,6
188,112,6
36,103,6
30,137,6
63,101,6
106,61,6
65,130,6
184,146,6
162,13,6
7,123,6
49,167,6
196,37,6
177,136,6
136,20,6
2,189,6
141,196,6
134,164,6
102,190,6
111,70,6
193,94,6
26,35,6
127,167,6
109,165,6
112,188,6
95,73,6
73,160,6
82,19,6
85,16,6
16,58,6
87,31,6
88,193,6
137,12,6
113,103,6
61,97,6
156,69,6
83,103,6
72,197,6
141,181,6
146,57,6
26,27,6
193,14,6
87,104,6
69,134,6
151,99,6
116,102,6
56,173,6
4,29,6
29,185,6
60,188,6
40,54,6
54,6,6
6,160,6
162,111,6
145,99,6
199,71,6
71,159,6
115,81,6
191,10,6
192,9,6
9,79,6
79,58,6
64,141,6
60,103,6
82,93,6
171,163,6
57,97,6
97,89,6
43,82,6
66,102,6
189,47,6
130,110,6
193,191,6
123,37,6
146,7,6
26,107,6
107,189,6
142,12,6
125,68,6
60,163,6
169,16,6
197,107,6
121,175,6
199,180,6
131,21,6
46,117,6
34,86,6
86,101,6
61,91,6
2,161,6
70,143,6
154,5,6
148,70,6
70,172,6
172,192,6
34,68,6
112,38,6
38,77,6
150,129,6
5,70,6
185,47,6
97,31,6
131,154,6
51,5,6
21,93,6
175,77,6
170,17,6
56,134,6
143,131,6
168,87,6
118,133,6
69,111,6
69,165,6
165,185,6
73,75,6
123,135,6
161,174,6
165,135,6
51,107,6
126,50,6
47,99,6
104,71,6
108,164,6
136,22,6
5,37,6
79,112,6
51,84,6
1,43,6
42,152,6
120,87,6
87,134,6
164,126,6
131,27,6
66,107,6
114,2,6
177,196,6
107,200,6
90,12,6
11,81,6
111,88,6
88,137,6
174,25,6
25,129,6
145,24,6
23,29,6
167,199,6
102,170,6
56,58,6
185,23,6
109,11,6
80,26,6
11,119,6
96,132,6
195,186,6
175,80,6
88,146,6
70,175,6
1,54,6
56,120,6
161,161,6
73,158,6
2,92,6
92,175,6
52,73,6
130,155,6
155,107,6
2,170,6
170,65,6
85,155,6
7,56,6
115,117,6
59,6,6
66,6,6
122,166,6
104,184,6
114,71,6
119,137,6
68,32,6
32,56,6
56,107,6
67,11,6
83,106,6
36,31,6
162,68,6
153,107,6
126,45,6
125,29,6
84,64,6
126,99,6
34,89,6
186,25,6
24,117,6
199,166,6
157,44,6
145,119,6
96,167,6
167,83,6
32,157,6
50,81,6
6,41,6
115,145,6
60,12,6
11,184,6
137,108,6
157,32,6
118,108,6
118,30,6
98,55,6
51,59,6
181,129,6
42,94,6
188,163,6
36,89,6
46,49,6
184,107,6
72,130,6
130,35,6
35,38,6
38,154,6
127,26,6
10,174,6
3,192,6
10,60,6
181,76,6
160,2,6
142,197,6
166,149,6
38,67,6
14,107,6
8,146,6
91,79,6
92,134,6
3,131,6
126,121,6
126,49,6
186,8,6
14,13,6
135,77,6
60,174,6
164,108,6
1,48,6
71,11,6
72,180,6
25,156,6
103,35,6
123,59,6
68,151,6
151,154,6
68,185,6
181,126,6
119,183,6
66,28,6
197,70,6
100,20,6
24,28,6
41,37,6
188,31,6
28,135,6
144,44,6
34,53,6
53,125,6
125,149,6
176,32,6
200,164,6
158,176,6
167,130,6
82,89,6
89,160,6
136,97,6
3,48,6
48,26,6
120,135,6
86,110,6
11,181,6
49,182,6
183,144,6
149,115,6
83,72,6
26,164,6
140,14,6
91,128,6
128,152,6
56,138,6
41,7,6
54,132,6
33,62,6
125,88,6
127,31,6
108,78,6
108,163,6
72,76,6
112,155,6
85,53,6
166,110,6
156,87,6
184,178,6
173,12,6
12,135,6
128,200,6
84,17,6
164,6,6
57,70,6
114,69,6
52,149,6
22,120,6
75,191,6
25,77,6
156,88,6
145,152,6
61,126,6
28,73,6
85,102,6
170,50,6
175,33,6
69,140,6
1,144,6
144,159,6
64,134,6
6,5,6
31,100,6
113,78,6
52,97,6
89,86,6
86,5,6
168,175,6
143,31,6
164,59,6
70,46,6
10,24,6
170,126,6
181,47,6
117,200,6
31,127,6
63,41,6
171,132,6
194,55,6
80,97,6
15,84,6
55,39,6
163,196,6
47,45,6
5,85,6
165,170,6
50,97,6
9,113,6
82,136,6
150,113,6
87,83,6
184,175,6
156,86,6
86,150,6
181,94,6
94,9,6
113,141,6
21,51,6
51,184,6
55,154,6
124,197,6
86,118,6
118,56,6
112,193,6
35,122,6
32,85,6
3,85,6
36,166,6
192,5,6
5,163,6
39,159,6
101,173,6
95,117,6
146,144,6
18,113,6
85,22,6
13,144,6
169,186,6
26,39,6
38,143,6
134,50,6
37,57,6
55,35,6
105,33,6
198,167,6
79,100,6
32,102,6
59,186,6
170,89,6
182,30,6
160,34,6
133,195,6
44,72,6
123,172,6
55,107,6
107,15,6
158,51,6
36,64,6
54,11,6
14,88,6
47,49,6
49,100,6
90,105,6
50,57,6
183,112,6
190,185,6
90,9,6
127,154,6
141,142,6
141,116,6
20,186,6
198,172,6
42,198,6
192,49,6
49,49,6
99,121,6
121,153,6
77,174,6
174,4,6
188,169,6
39,56,6
173,15,6
149,22,6
24,141,6
35,47,6
28,44,6
32,132,6
184,129,6
8,122,6
131,88,6
88,46,6
25,48,6
39,30,6
26,95,6
86,94,6
102,50,6
19,164,6
141,9,6
139,139,6
104,63,6
46,29,6
175,163,6
21,169,6
81,35,6
106,121,6
192,48,6
62,175,6
48,131,6
184,112,6
86,123,6
123,198,6
58,193,6
74,170,6
163,160,6
68,113,6
135,27,6
110,116,6
40,157,6
167,135,6
114,105,6
163,21,6
46,192,6
137,92,6
43,184,6
21,4,6
45,17,6
111,173,6
49,11,6
67,155,6
155,112,6
195,36,6
122,27,6
23,14,6
7,192,6
192,16,6
200,136,6
134,28,6
105,4,6
4,34,6
103,26,6
26,104,6
159,32,6
110,49,6
30,164,6
50,7,6
150,69,6
102,149,6
62,121,6
189,124,6
147,18,6
58,194,6
42,109,6
71,158,6
78,185,6
150,142,6
41,155,6
149,4,6
136,54,6
174,96,6
177,95,6
21,143,6
105,107,6
109,186,6
22,1,6
103,6,6
122,77,6
39,9,6
58,137,6
58,148,6
50,5,6
32,130,6
38,90,6
89,68,6
23,48,6
154,49,6
154,182,6
67,97,6
97,165,6
165,128,6
131,126,6
162,80,6
58,122,6
122,122,6
175,48,6
187,172,6
144,100,6
54,141,6
180,47,6
94,117,6
130,136,6
125,176,6
80,151,6
18,79,6
103,119,6
63,27,6
42,86,6
106,53,6
139,127,6
133,23,6
104,31,6
104,21,6
136,64,6
94,119,6
51,117,6
67,200,6
139,149,6
123,127,6
127,198,6
170,140,6
149,75,6
75,194,6
129,149,6
116,167,6
11,149,6
92,9,6
122,174,6
96,133,6
131,53,6
53,110,6
110,26,6
55,170,6
65,158,6
148,65,6
116,110,6
125,18,6
16,38,6
8,99,6
77,104,6
96,146,6
189,61,6
61,164,6
58,120,6
8,123,6
167,187,6
119,58,6
199,81,6
195,31,6
166,154,6
154,59,6
59,125,6
45,22,6
134,91,6
126,194,6
170,135,6
66,142,6
63,194,6
102,85,6
142,150,6
150,67,6
110,15,6
193,92,6
160,42,6
172,162,6
173,72,6
132,57,6
81,198,6
147,152,6
113,144,6
88,10,6
14,118,6
48,53,6
23,128,6
196,175,6
94,43,6
74,53,6
180,161,6
63,179,6
76,50,6
44,99,6
35,97,6
17,95,6
70,79,6
67,162,6
173,164,6
60,199,6
184,134,6
101,156,6
30,138,6
168,31,6
79,14,6
80,153,6
153,164,6
164,26,6
111,116,6
115,16,6
192,165,6
120,134,6
73,183,6
97,78,6
198,26,6
196,67,6
192,140,6
70,126,6
51,101,6
75,14,6
118,32,6
29,196,6
179,193,6
89,138,6
183,159,6
132,105,6
46,128,6
102,153,6
93,114,6
32,26,6
82,166,6
166,49,6
31,82,6
61,52,6
121,123,6
185,46,6
153,179,6
97,52,6
93,157,6
168,65,6
182,45,6
157,119,6
4,185,6
45,95,6
174,86,6
79,186,6
71,162,6
14,119,6
10,187,6
26,137,6
35,155,6
38,76,6
183,139,6
26,117,6
117,40,6
197,135,6
107,98,6
128,184,6
170,184,6
78,107,6
139,122,6
58,88,6
136,185,6
86,109,6
139,181,6
154,192,6
187,7,6
33,68,6
193,155,6
118,158,6
63,104,6
4,79,6
17,146,6
161,142,6
125,123,6
37,14,6
63,66,6
195,14,6
176,87,6
194,126,6
142,86,6
19,110,6
110,52,6
73,51,6
185,63,6
103,16,6
56,153,6
95,191,6
136,105,6
187,132,6
51,27,6
176,148,6
18,11,6
94,143,6
163,45,6
150,7,6
126,176,6
132,162,6
162,136,6
134,165,6
93,26,6
17,132,6
137,52,6
122,136,6
83,69,6
46,83,6
193,7,6
23,138,6
34,168,6
59,178,6
7,68,6
83,7,6
4,20,6
56,57,6
159,144,6
168,161,6
179,181,6
15,137,6
2,98,6
179,138,6
128,41,6
110,164,6
169,41,6
91,158,6
43,109,6
171,169,6
192,157,6
21,157,6
157,130,6
64,182,6
155,99,6
144,199,6
125,125,6
125,120,6
105,37,6
42,107,6
2,160,6
181,78,6
78,105,6
89,198,6
137,163,6
5,71,6
126,78,6
127,172,6
79,147,6
139,8,6
138,184,6
107,3,6
171,199,6
90,39,6
200,174,6
69,24,6
1,148,6
16,1,6
183,17,6
149,178,6
4,92,6
163,128,6
117,49,6
158,177,6
171,47,6
91,162,6
135,9,6
108,62,6
43,177,6
160,157,6
7,160,6
158,109,6
109,196,6
196,70,6
96,52,6
166,9,6
168,130,6
94,106,6
171,120,6
15,85,6
187,120,6
40,37,6
178,15,6
157,80,6
80,157,6
141,134,6
148,200,6
65,55,6
170,39,6
196,64,6
158,89,6
185,62,6
50,40,6
175,122,6
169,114,6
158,155,6
46,146,6
112,84,6
120,36,6
64,186,6
91,147,6
171,35,6
108,2,6
95,46,6
46,156,6
162,113,6
142,120,6
177,110,6
129,52,6
52,25,6
160,59,6
199,52,6
135,134,6
116,168,6
33,94,6
136,50,6
2,146,6
12,102,6
36,27,6
128,1,6
181,14,6
178,23,6
29,144,6
32,125,6
178,95,6
177,119,6
144,188,6
93,94,6
52,98,6
69,168,6
200,180,6
49,32,6
180,87,6
195,33,6
95,2,6
124,72,6
64,195,6
158,93,6
79,11,6
119,109,6
124,73,6
73,70,6
132,169,6
185,29,6
109,40,6
63,109,6
24,52,6
79,98,6
47,191,6
25,131,6
183,147,6
113,191,6
133,62,6
160,109,6
149,195,6
9,152,6
160,39,6
113,174,6
174,169,6
25,152,6
65,197,6
49,105,6
116,139,6
24,114,6
17,30,6
93,36,6
199,27,6
103,168,6
43,142,6
148,9,6
118,36,6
182,196,6
196,137,6
137,75,6
65,170,6
130,118,6
28,39,6
37,94,6
129,111,6
143,5,6
129,104,6
152,31,6
109,33,6
194,96,6
190,133,6
2,62,6
22,160,6
93,99,6
4,163,6
110,178,6
163,198,6
149,16,6
31,131,6
10,176,6
193,173,6
71,39,6
44,195,6
5,46,6
46,74,6
78,128,6
128,175,6
19,147,6
80,179,6
98,117,6
66,90,6
162,27,6
126,51,6
46,65,6
194,37,6
32,87,6
89,62,6
193,169,6
16,182,6
26,1,6
192,106,6
174,143,6
90,112,6
149,165,6
165,114,6
136,61,6
40,185,6
14,106,6
150,92,6
106,57,6
128,26,6
37,6,6
134,141,6
166,48,6
54,57,6
3,36,6
62,64,6
64,24,6
120,64,6
28,40,6
142,49,6
183,107,6
27,188,6
91,83,6
66,183,6
53,12,6
113,135,6
69,147,6
2,38,6
78,109,6
63,23,6
131,187,6
83,140,6
76,180,6
149,135,6
120,99,6
175,9,6
122,36,6
89,51,6
141,64,6
42,45,6
16,47,6
137,179,6
122,185,6
72,105,6
58,142,6
156,134,6
135,103,6
103,153,6
122,190,6
81,200,6
172,116,6
6,167,6
175,87,6
144,187,6
4,160,6
199,146,6
16,155,6
197,10,6
147,31,6
105,42,6
61,51,6
83,167,6
141,56,6
50,70,6
73,49,6
34,43,6
139,11,6
146,25,6
49,95,6
98,170,6
70,191,6
191,191,6
133,192,6
21,86,6
66,140,6
10,183,6
164,195,6
61,71,6
71,59,6
102,62,6
137,167,6
175,24,6
194,85,6
139,129,6
94,26,6
57,92,6
104,193,6
108,97,6
22,155,6
69,67,6
181,83,6
154,189,6
136,143,6
168,172,6
181,196,6
47,175,6
21,79,6
129,184,6
123,174,6
148,4,6
41,196,6
27,32,6
44,188,6
107,43,6
102,100,6
100,149,6
127,74,6
51,182,6
51,96,6
3,23,6
127,190,6
114,37,6
44,56,6
59,39,6
39,136,6
121,103,6
2,36,6
11,28,6
28,117,6
7,181,6
183,94,6
111,137,6
116,28,6
140,101,6
138,108,6
45,42,6
4,96,6
110,106,6
164,140,6
156,33,6
166,75,6
42,188,6
154,122,6
138,58,6
19,107,6
172,187,6
35,164,6
25,43,6
19,179,6
76,188,6
189,184,6
81,22,6
104,60,6
10,22,6
22,49,6
109,108,6
15,96,6
193,157,6
159,127,6
47,88,6
94,83,6
22,177,6
30,123,6
152,79,6
124,37,6
183,175,6
195,126,6
136,102,6
119,67,6
172,189,6
88,155,6
6,161,6
23,27,6
54,63,6
179,67,6
20,192,6
135,34,6
53,10,6
31,160,6
157,42,6
42,105,6
159,136,6
89,163,6
32,111,6
101,8,6
188,6,6
164,67,6
90,19,6
182,21,6
175,124,6
92,80,6
6,65,6
78,67,6
139,155,6
155,142,6
197,47,6
155,198,6
30,93,6
109,70,6
109,101,6
60,30,6
180,132,6
73,184,6
163,108,6
200,49,6
189,91,6
72,168,6
126,8,6
33,14,6
170,81,6
78,73,6
118,74,6
74,64,6
25,145,6
110,31,6
101,26,6
26,12,6
4,148,6
90,192,6
8,127,6
179,17,6
72,169,6
81,137,6
20,33,6
102,101,6
51,55,6
161,127,6
125,193,6
83,11,6
22,91,6
81,138,6
189,192,6
199,103,6
199,104,6
190,32,6
107,53,6
169,174,6
174,175,6
192,189,6
54,14,6
26,29,6
111,109,6
108,154,6
28,176,6
176,93,6
44,185,6
159,70,6
101,184,6
45,83,6
122,57,6
12,60,6
144,62,6
179,197,6
150,200,6
145,62,6
54,138,6
117,24,6
104,196,6
196,66,6
158,3,6
26,163,6
17,109,6
116,70,6
162,75,6
24,49,6
157,34,6
164,133,6
118,123,6
129,155,6
155,61,6
115,68,6
47,81,6
75,47,6
49,111,6
9,127,6
68,117,6
109,81,6
71,109,6
